0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-2.8812953636282574,-1.3197386023342086,0.9046544971542091,0.5795879730922302,-0.04046144459736505,-0.4265251127901942,-0.5395173720099,-0.009382136892358492,0.2350210146786659,-0.41730735426348664,-0.7101331632047503,0.9078248116712707,1.6966526814544955,-0.0022497983926827586,1.0099503959876508,0.5547720376061693,-0.6486586258124343,-0.2948441610837807,-0.7163433423533534,-0.17398531545625828,-0.026861549313137154
-2.658521611566995,-1.0365174465406306,0.5225367291218226,1.1326461125177492,0.3630286316617742,-0.4580821168933674,-0.6617985313614536,-0.574553026466472,0.03852783878162255,-0.1475330363256904,-0.27713715971376907,0.8145705164450079,1.4745173662799544,-0.21780493812235813,0.3014660450673449,0.2724570503425472,-0.31505157719562266,0.14337917188388824,-0.5904067134865988,-0.21718945749768248,0.1998807075594502
-2.721579867885227,-1.1999652415598736,0.28204507783158084,0.4059517414369829,0.39081463381077847,-0.8399154659035283,-0.4200481739379478,-0.3288732796150833,-0.05570925557228908,-0.4135469072906256,-0.47735051776680054,0.7756713918780995,0.8526034452120436,-0.3401138096842828,0.17077973398916996,0.046395462413370205,-0.3337604265132868,0.16485160339294722,-0.40690113738079303,-0.29485605850709035,0.06888790251974276
-2.472023348547292,-1.399121571895936,0.13215466445746188,0.05323532560310208,0.5410831134022632,-1.0890557934781278,-0.5779763279783703,-0.02525989179013731,0.2541511737051005,-0.3915299085768381,-0.714295676478518,0.8987511296126621,0.03205808876001032,-0.6964351976492253,0.18030460075802696,-0.011074039683867408,-0.17403708932618306,0.3262129515314324,-0.6706707998779866,-0.3240848596102262,0.623455583499263
-2.5108388267074813,-1.603253362876572,0.2415061165138392,0.17496368938160461,0.37938495707649617,-1.0488760881042547,-0.5557254925313917,-0.3270585756686304,0.16588451332954388,-0.03900379475804122,-0.46405736083505317,0.8047732810220989,0.6076043563057043,-0.6767948605764259,0.31252972692948605,0.32323127103508237,-0.17790906833906878,0.1830020882037867,-0.5029109497128508,-0.07443178953815277,0.24190170361510904
-2.632024690353613,-1.5984600035123706,0.09526490575983887,-0.16255414415439165,0.38570833050291414,-0.9117765430607027,-0.7381826402589104,-0.11135767583716942,-0.08591680273623367,-0.17265211534192185,-0.6790162106116254,0.6346969460347167,-0.09173704248824494,-0.811809740459751,-0.10634993858895238,0.09190550582448072,-0.19380948973611084,-0.06979346790849192,-0.8713689271957111,0.028337484740536316,0.010038291912624342
-2.1059232806806243,-1.8268809998247386,0.5158122520847305,0.11530015331186276,-0.08238433210555568,-1.6442116402038134,-0.11460308077610606,-0.37041301973124663,0.5853501606881913,-0.749157165555593,-0.5547278514046534,-0.6508647433264774,1.1554094083647815,-1.5171356193418377,1.228437157252799,0.23676909680479263,-0.46011379012339493,-0.5679253280864391,0.03537194125784888,0.34153761459024934,0.3383332166490828
-2.0026218264519327,-1.8345250778159008,-0.5259673518789728,0.012467387053245547,0.7004604605661553,-0.8803561333357481,-0.5208319578387863,-0.272458337794241,-0.7329763695297481,-0.08226891470556366,-0.44758772857336154,0.1246269587796667,0.5317691716882429,-1.0291745507574714,-0.7802883034581423,-0.6513773614555667,0.6237390378362498,-0.40799833210294495,-0.4770407837217084,0.2896684624252879,-0.11162063463715553
-2.1600853986327233,-1.8522395100420725,-0.1646439038001502,-0.37157296722517413,0.3193064943671835,-1.396749493818082,-0.3902134257005119,-1.000063377329198,-0.040344797942068654,0.31804501207568775,-0.15485644796205567,-0.22728515472182312,-0.08910960076043273,-1.6497739048465343,0.016731940422068704,0.005179431089795801,-0.20711840531252151,0.007728571573228787,-0.34484703381916665,0.14728025825355262,-0.01373283280886671
-2.200051529953278,-1.6955476161903236,-0.08000068974523837,-0.2175873339413137,0.33581312283991005,-1.0226380516316764,-0.3947271362251615,-0.9014864581921285,-0.2630720934134938,0.3813280872302628,-0.257716581753511,-0.00925234357226637,0.0876423556234544,-1.273299740070441,-0.33627860598112563,-0.3104529126709172,-0.05422492703378973,-0.12890601361019655,-0.2835547316731567,0.05722873290792629,-0.13246270678445216
