0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
54.0,8400.0,1700.0,90.0,0.0,4884.0,71.0,0.0,0.0,8154.0,73.0,4.0,0.0,6903.428571428572,64.0,4.857142857142857,0.0,1086814.2857142852,29.000000000000114,165.14285714285703,0.0,6784.2,60.7,6.566666666666666,0.1,1001450.8551724136,49.113793103448295,462.4609195402299,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
63.0,7782.0,1700.0,90.0,0.0,5880.0,72.0,0.0,0.0,8526.0,64.0,70.0,0.0,7175.142857142857,62.714285714285715,4.857142857142857,0.0,954761.1428571424,16.571428571428584,165.14285714285703,0.0,6759.4,60.666666666666664,4.233333333333333,0.1,930529.6965517241,48.91954022988509,319.56436781609193,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61.0,7716.0,1700.0,90.0,0.0,6576.0,65.0,0.0,0.0,8088.0,68.0,0.0,0.0,7338.0,62.142857142857146,4.857142857142857,0.0,912743.9999999995,15.809523809523776,165.14285714285703,0.0,6747.0,60.43333333333333,4.233333333333333,0.1,901057.0344827586,47.01264367816094,319.56436781609193,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58.0,8340.0,1700.0,90.0,0.0,7620.0,62.0,0.0,0.0,7044.0,71.0,0.0,0.0,7440.857142857143,61.57142857142857,8.571428571428571,0.0,1054481.1428571425,18.28571428571421,219.6190476190475,0.0,6790.2,60.0,5.1,0.1,983589.8896551725,43.17241379310347,334.50689655172414,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57.0,8064.0,1700.0,90.0,0.0,6870.0,66.0,0.0,0.0,7236.0,63.0,0.0,0.0,7611.428571428572,60.285714285714285,8.571428571428571,0.0,1030942.2857142853,16.57142857142841,219.6190476190475,0.0,6817.8,59.8,5.1,0.1,1031899.4068965517,43.13103448275864,334.50689655172414,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59.0,7404.0,1700.0,90.0,0.0,7554.0,64.0,0.0,0.0,6492.0,70.0,0.0,0.0,7590.0,59.57142857142857,8.571428571428571,0.0,1037027.9999999995,13.952380952380738,219.6190476190475,0.0,6848.2,59.43333333333333,5.1,0.1,1039132.5103448277,39.42643678160921,334.50689655172414,0.30000000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57.0,8868.0,1700.0,90.0,41.0,5424.0,65.0,0.0,0.0,6204.0,64.0,0.0,0.0,8082.0,58.42857142857143,27.285714285714285,5.857142857142857,244907.99999999953,8.61904761904732,2296.904761904762,240.14285714285714,6937.0,59.2,9.466666666666667,1.4666666666666666,1157340.6206896552,38.85517241379313,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61.0,6504.0,1700.0,90.0,0.0,8400.0,54.0,34.0,0.0,7614.0,62.0,0.0,0.0,7811.142857142857,59.42857142857143,22.428571428571427,5.857142857142857,557477.1428571424,5.285714285714064,2385.952380952381,240.1428571428572,6900.0,59.166666666666664,9.466666666666667,1.4666666666666666,1146585.103448276,38.695402298850595,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
65.0,7788.0,1700.0,90.0,0.0,7782.0,63.0,0.0,0.0,5706.0,51.0,0.0,0.0,7812.0,59.714285714285715,22.428571428571427,5.857142857142857,557423.9999999994,8.23809523809504,2385.952380952381,240.1428571428572,6969.4,59.63333333333333,9.466666666666667,1.4666666666666666,1119633.972413793,37.34367816091956,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
68.0,6978.0,1700.0,90.0,0.0,7716.0,61.0,0.0,0.0,6606.0,54.0,0.0,0.0,7706.571428571428,60.714285714285715,22.428571428571427,5.857142857142857,658846.2857142851,18.238095238095124,2385.952380952381,240.1428571428572,6981.8,60.1,9.466666666666667,1.4666666666666666,1114923.6827586207,38.43793103448279,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61.0,7512.0,1700.0,90.0,0.0,8340.0,58.0,26.0,0.0,6822.0,50.0,0.0,0.0,7588.285714285715,61.142857142857146,18.714285714285715,5.857142857142857,581960.5714285708,16.80952380952373,2451.571428571429,240.1428571428572,7004.8,60.46666666666667,9.466666666666667,1.4666666666666666,1123189.4068965518,34.80919540229888,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55.0,7434.0,1700.0,90.0,0.0,8064.0,57.0,0.0,0.0,6060.0,49.0,0.0,0.0,7498.285714285715,60.857142857142854,18.714285714285715,5.857142857142857,538760.5714285709,20.14285714285704,2451.571428571429,240.1428571428572,7050.6,60.666666666666664,9.466666666666667,1.4666666666666666,1096590.6620689654,31.26436781609199,860.464367816092,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56.0,8370.0,1700.0,90.0,0.0,7404.0,59.0,0.0,0.0,5964.0,53.0,0.0,0.0,7636.285714285715,60.42857142857143,23.0,5.857142857142857,641708.5714285708,23.285714285714146,2393.0,240.1428571428572,7130.8,60.766666666666666,10.466666666666667,1.4666666666666666,1109251.2,29.97816091954027,870.8781609195403,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50.0,8136.0,1700.0,90.0,0.0,8868.0,57.0,131.0,41.0,5928.0,52.0,0.0,0.0,7531.714285714285,59.42857142857143,4.285714285714286,0.0,417716.57142857095,38.28571428571406,128.57142857142858,0.0,7204.4,60.7,10.466666666666667,1.4666666666666666,1088602.5931034484,31.32068965517245,870.8781609195403,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57.0,7674.0,1700.0,90.0,0.0,6504.0,61.0,0.0,0.0,7608.0,63.0,0.0,0.0,7698.857142857143,58.857142857142854,4.285714285714286,0.0,212465.14285714246,38.476190476190204,128.57142857142858,0.0,7206.6,60.5,10.466666666666667,1.4666666666666666,1090584.8689655173,31.56896551724142,870.8781609195403,56.05057471264367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
